age,age group,eligible,job,salary,marital,education,marital-education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,response
73,9,N,unknown,120000,married,unknown,divorced-tertiary,yes,no,5006,no,no,telephone,25,jul,163,38,169,38,unknown,no,1
42,8,N,unknown,4000,divorced,tertiary,single-unknown,no,yes,16869,yes,yes,telephone,26,nov,317,25,771,29,other,no,0
61,1,N,management,4000,married,secondary,divorced-tertiary,no,no,155,yes,yes,telephone,29,sep,1168,46,492,17,failure,yes,1
55,8,Y,management,16000,divorced,tertiary,single-primary,no,yes,-540,no,yes,unknown,23,aug,1156,32,399,37,unknown,yes,0
69,3,N,retired,4000,single,tertiary,single-primary,yes,no,15477,yes,yes,cellular,1,apr,700,46,39,25,unknown,yes,0
72,2,Y,unknown,120000,single,unknown,single-tertiary,no,yes,-2093,no,no,telephone,17,dec,2016,8,340,16,failure,no,1
32,2,N,blue-collar,55000,divorced,tertiary,married-primary,yes,no,381,yes,no,telephone,31,apr,949,11,399,4,other,no,0
24,7,Y,blue-collar,0,married,primary,married-primary,no,no,-268,no,yes,unknown,16,aug,707,51,492,40,other,no,0
79,9,N,services,70000,single,unknown,married-unknown,yes,yes,14204,no,no,telephone,1,sep,1689,33,167,22,unknown,yes,1
87,9,Y,self-employed,4000,divorced,primary,divorced-tertiary,no,yes,683,yes,no,cellular,12,dec,470,58,155,17,other,yes,0
83,6,N,management,120000,married,primary,single-unknown,yes,yes,-753,yes,no,telephone,1,jul,495,3,327,7,other,yes,1
65,4,Y,blue-collar,16000,married,unknown,single-unknown,no,no,2287,no,yes,unknown,14,feb,1290,41,84,13,unknown,yes,1
70,4,N,retired,8000,single,tertiary,divorced-tertiary,yes,yes,-2049,no,yes,cellular,9,aug,1658,8,356,27,unknown,yes,0
72,4,Y,admin.,120000,divorced,unknown,single-unknown,yes,no,2147,yes,yes,unknown,6,jul,435,35,430,30,other,yes,0
27,5,Y,student,4000,single,unknown,married-unknown,yes,yes,802,no,no,cellular,7,jul,1789,10,132,3,unknown,no,0
73,6,N,blue-collar,60000,married,secondary,married-primary,yes,yes,1508,no,no,telephone,14,mar,425,6,427,38,other,no,0
71,4,N,student,16000,divorced,secondary,married-primary,yes,yes,-108,no,yes,unknown,10,nov,178,39,228,58,unknown,no,0
40,8,Y,entrepreneur,120000,married,primary,married-secondary,yes,no,3736,no,yes,telephone,14,sep,1569,46,445,37,failure,no,1
75,1,Y,unemployed,20000,married,tertiary,married-tertiary,yes,yes,3041,yes,yes,cellular,10,mar,1098,18,62,27,success,yes,1
59,3,Y,unknown,120000,married,unknown,divorced-tertiary,no,yes,-1882,yes,no,cellular,15,jul,1008,33,86,37,other,no,0
62,4,Y,technician,4000,single,secondary,single-secondary,no,yes,2784,yes,yes,telephone,18,apr,1319,28,521,28,other,yes,0
64,4,Y,services,0,divorced,unknown,divorced-secondary,yes,yes,11752,yes,no,unknown,3,may,38,63,228,51,unknown,no,1
20,9,N,unknown,50000,married,tertiary,single-primary,no,yes,6463,yes,no,unknown,8,may,104,26,132,27,unknown,no,1
28,6,Y,unemployed,20000,divorced,secondary,married-tertiary,no,no,10142,no,no,cellular,17,jun,661,20,216,9,unknown,no,0
64,6,Y,services,4000,single,primary,married-unknown,no,no,6975,no,no,unknown,18,dec,240,21,375,40,other,no,1
22,6,Y,unknown,0,divorced,tertiary,married-primary,no,yes,1820,no,no,unknown,30,dec,1119,34,31,275,unknown,yes,1
19,1,Y,services,60000,divorced,secondary,single-secondary,yes,yes,13658,yes,yes,cellular,2,mar,2191,16,150,11,success,no,1
82,5,N,housemaid,55000,married,primary,divorced-unknown,yes,no,7560,no,yes,telephone,22,apr,936,58,254,14,success,no,1
88,7,Y,technician,60000,single,secondary,single-unknown,no,yes,28,yes,no,cellular,10,jun,740,28,434,12,success,no,0
65,1,Y,retired,55000,divorced,unknown,divorced-tertiary,no,no,6999,no,no,unknown,14,feb,1303,1,165,11,unknown,no,1
88,1,N,blue-collar,50000,single,tertiary,single-primary,no,yes,1134,yes,no,cellular,12,jan,875,4,17,51,other,yes,1
18,2,Y,student,120000,divorced,unknown,married-secondary,yes,yes,8918,yes,yes,telephone,23,apr,194,3,269,24,success,no,0
22,6,Y,technician,120000,single,unknown,single-unknown,no,yes,1407,yes,no,unknown,26,dec,984,30,553,275,other,yes,0
32,3,N,management,100000,divorced,secondary,married-tertiary,no,no,2110,no,no,telephone,21,dec,1118,28,680,13,other,no,0
29,3,N,housemaid,4000,single,unknown,divorced-secondary,no,yes,1566,no,yes,telephone,18,feb,892,37,687,4,failure,no,1
59,1,Y,technician,8000,married,tertiary,single-unknown,yes,no,-9,no,yes,unknown,16,nov,544,41,541,27,unknown,no,1
18,1,Y,admin.,100000,married,unknown,single-primary,no,yes,8413,yes,no,telephone,19,aug,438,4,265,13,failure,no,1
49,8,Y,entrepreneur,55000,divorced,secondary,divorced-secondary,yes,yes,166,yes,yes,telephone,26,may,2033,5,775,58,failure,no,0
69,9,N,retired,100000,single,secondary,single-primary,no,no,959,no,no,unknown,11,jan,1437,39,34,16,other,no,1
92,4,N,unknown,120000,single,tertiary,married-primary,no,no,4248,yes,yes,telephone,19,mar,2055,50,123,2,other,no,0
78,8,Y,services,8000,divorced,primary,married-unknown,no,no,2082,no,yes,telephone,15,jul,383,38,155,32,unknown,yes,0
72,7,Y,admin.,0,married,unknown,single-unknown,no,yes,143,yes,no,telephone,26,nov,1962,33,5,15,unknown,yes,1
33,1,Y,self-employed,20000,married,unknown,divorced-tertiary,yes,yes,5234,no,no,telephone,16,may,384,18,284,30,success,yes,0
39,6,Y,admin.,60000,divorced,unknown,divorced-secondary,yes,no,-565,yes,yes,unknown,21,dec,837,46,228,22,other,yes,0
92,4,N,self-employed,8000,single,primary,married-secondary,no,no,1181,no,yes,cellular,27,feb,304,24,633,30,other,no,0
18,1,Y,retired,50000,married,primary,single-primary,yes,no,537,yes,no,cellular,30,aug,628,2,217,17,other,yes,0
21,3,Y,technician,50000,divorced,secondary,single-primary,no,yes,3561,no,no,telephone,18,jun,713,13,280,51,success,no,1
19,9,Y,admin.,16000,married,unknown,divorced-secondary,no,yes,-141,no,no,telephone,6,aug,416,46,749,18,unknown,no,0
34,4,Y,student,4000,married,secondary,divorced-tertiary,yes,no,17335,no,no,cellular,29,oct,768,32,424,1,success,no,1
48,7,N,admin.,120000,divorced,tertiary,divorced-secondary,no,no,1017,no,yes,unknown,10,jul,1080,2,301,1,failure,yes,0
77,7,Y,self-employed,55000,single,primary,married-secondary,yes,yes,3839,no,no,unknown,16,jan,671,3,15,29,other,yes,1
28,3,Y,retired,70000,married,secondary,divorced-primary,no,yes,2550,yes,yes,unknown,5,jul,1337,31,189,3,other,yes,0
38,3,N,retired,4000,divorced,unknown,married-tertiary,yes,no,1458,no,yes,unknown,4,nov,1148,38,78,9,unknown,yes,1
88,9,N,housemaid,16000,divorced,primary,single-tertiary,yes,no,2085,no,no,cellular,7,sep,1412,28,68,10,unknown,no,1
92,5,N,self-employed,20000,married,unknown,divorced-unknown,no,no,391,yes,no,telephone,12,feb,1150,44,306,28,failure,yes,0
30,4,Y,unknown,50000,married,primary,married-primary,yes,yes,3289,no,no,unknown,30,may,361,24,361,4,other,yes,1
59,9,N,retired,8000,single,tertiary,divorced-unknown,no,no,2116,yes,no,cellular,16,may,1642,38,297,41,other,no,0
46,6,Y,unknown,4000,single,unknown,divorced-secondary,no,no,16922,yes,no,telephone,19,aug,1082,7,328,2,unknown,yes,1
22,2,N,student,70000,single,secondary,single-unknown,no,no,2172,yes,yes,cellular,27,feb,691,6,213,27,other,no,0
33,5,Y,services,50000,married,secondary,married-tertiary,no,no,24025,yes,no,unknown,4,aug,638,8,167,3,unknown,yes,0
75,5,N,technician,8000,divorced,tertiary,single-secondary,yes,no,-518,yes,yes,unknown,4,jul,1279,9,208,7,unknown,yes,0
76,9,Y,blue-collar,55000,single,secondary,divorced-primary,yes,no,-313,yes,no,unknown,6,jul,764,28,442,5,failure,no,1
89,5,Y,self-employed,16000,divorced,unknown,divorced-primary,yes,no,23919,yes,yes,cellular,30,dec,329,51,328,21,success,yes,0
60,7,N,entrepreneur,50000,divorced,tertiary,single-secondary,no,yes,1421,no,yes,unknown,11,may,322,2,524,58,success,yes,1
40,8,N,unemployed,120000,divorced,tertiary,single-primary,no,yes,18777,no,yes,telephone,12,oct,1548,32,524,27,unknown,yes,0
57,3,N,retired,16000,divorced,tertiary,married-tertiary,yes,no,3544,yes,yes,telephone,28,jan,802,16,67,38,failure,no,0
23,6,Y,management,120000,single,tertiary,divorced-secondary,yes,no,2785,no,no,telephone,11,jan,700,51,354,30,success,yes,0
58,5,Y,technician,55000,divorced,tertiary,single-unknown,yes,yes,-134,no,no,telephone,10,apr,223,10,57,12,other,no,0
52,1,N,unemployed,16000,single,tertiary,married-primary,yes,no,4014,no,no,unknown,9,may,548,34,257,3,unknown,yes,1
74,1,Y,management,60000,single,tertiary,married-secondary,yes,no,4418,no,no,cellular,16,may,237,11,389,25,unknown,yes,0
28,4,Y,housemaid,60000,divorced,unknown,married-unknown,no,no,1414,yes,yes,unknown,30,sep,1713,8,578,58,unknown,no,1
52,5,Y,admin.,60000,single,tertiary,single-unknown,no,yes,41630,no,no,telephone,28,sep,1374,33,337,40,failure,no,0
95,5,Y,technician,20000,married,tertiary,married-unknown,no,yes,7464,yes,yes,telephone,10,sep,1569,24,170,28,success,yes,0
64,9,Y,retired,120000,single,tertiary,single-tertiary,yes,yes,3050,no,yes,unknown,16,feb,1257,10,207,26,success,yes,0
30,1,Y,admin.,20000,divorced,unknown,divorced-secondary,no,no,4786,yes,yes,unknown,12,feb,867,33,450,6,success,yes,0
82,3,Y,technician,20000,divorced,primary,single-unknown,yes,yes,76,no,yes,unknown,8,feb,258,12,252,32,success,no,0
47,7,Y,services,8000,married,unknown,divorced-unknown,yes,yes,15442,yes,no,unknown,31,mar,581,15,64,4,other,no,1
54,9,N,student,60000,single,secondary,single-primary,yes,no,2772,yes,yes,telephone,1,mar,720,34,578,6,other,no,0
79,5,N,management,100000,single,unknown,single-tertiary,no,yes,8590,yes,no,unknown,25,sep,533,19,463,10,other,yes,1
64,6,N,blue-collar,70000,single,unknown,divorced-primary,yes,yes,539,no,yes,unknown,25,jul,649,7,186,15,failure,yes,1
60,3,N,services,16000,single,primary,divorced-unknown,no,yes,3118,yes,yes,cellular,15,dec,1097,21,791,27,failure,no,0
76,1,Y,services,120000,single,secondary,single-tertiary,yes,yes,4011,yes,no,unknown,31,feb,853,27,97,26,failure,yes,0
64,8,N,unemployed,60000,divorced,tertiary,single-primary,no,no,1473,yes,no,unknown,23,dec,586,35,536,4,success,no,1
35,9,Y,retired,8000,married,unknown,single-primary,yes,no,3544,yes,yes,unknown,23,feb,139,10,193,35,other,no,1
81,3,N,housemaid,0,single,primary,divorced-secondary,no,no,492,no,yes,unknown,6,sep,608,50,92,1,other,no,1
82,5,Y,retired,4000,married,unknown,divorced-primary,no,no,2468,yes,yes,cellular,22,jul,1103,1,229,19,success,yes,0
73,9,N,self-employed,4000,single,unknown,single-secondary,yes,no,-287,yes,yes,unknown,11,feb,872,7,161,17,other,no,0
45,6,Y,housemaid,8000,divorced,secondary,single-unknown,yes,yes,-8019,yes,no,telephone,23,mar,611,41,184,16,unknown,no,0
57,4,N,retired,120000,married,primary,single-tertiary,yes,no,119,no,yes,unknown,1,dec,1521,46,541,28,success,no,1
53,6,N,housemaid,8000,divorced,unknown,married-unknown,yes,yes,3744,no,no,unknown,11,aug,1416,32,310,23,unknown,yes,1
36,3,N,management,120000,single,tertiary,single-unknown,no,yes,3357,yes,yes,cellular,4,nov,329,31,224,24,failure,yes,0
93,6,Y,technician,120000,divorced,secondary,married-secondary,yes,yes,763,no,yes,telephone,25,oct,148,6,37,24,other,no,0
38,7,Y,housemaid,16000,married,primary,married-primary,yes,yes,479,no,yes,cellular,28,mar,487,35,405,13,failure,no,0
94,1,N,entrepreneur,20000,married,unknown,single-unknown,yes,no,1134,yes,no,unknown,27,aug,747,27,472,17,success,yes,0
18,9,N,entrepreneur,0,married,unknown,divorced-secondary,yes,yes,3560,yes,no,telephone,8,feb,236,19,105,32,other,no,1
86,5,N,technician,100000,divorced,primary,single-primary,no,no,8180,no,yes,telephone,4,jan,438,34,77,13,other,no,0
61,3,Y,entrepreneur,8000,divorced,tertiary,divorced-primary,yes,no,-571,yes,yes,unknown,2,nov,682,1,233,0,success,yes,0
66,8,Y,student,50000,married,primary,single-secondary,no,no,1422,yes,yes,cellular,8,oct,168,7,655,4,other,no,1
53,3,Y,management,55000,married,primary,married-primary,no,no,4466,no,yes,telephone,2,sep,89,24,493,22,unknown,no,1
57,9,N,self-employed,4000,divorced,unknown,married-unknown,no,yes,8982,no,no,unknown,16,dec,179,34,182,55,other,no,1
32,9,N,blue-collar,60000,divorced,tertiary,single-secondary,yes,no,-234,yes,yes,cellular,2,oct,173,35,276,26,other,yes,0
72,9,N,entrepreneur,20000,divorced,secondary,divorced-secondary,yes,yes,5252,yes,no,unknown,20,jun,769,3,465,35,failure,yes,1
36,7,N,blue-collar,70000,married,secondary,married-unknown,no,no,8025,yes,yes,cellular,15,mar,1010,8,337,12,other,no,0
94,4,N,services,100000,single,primary,married-tertiary,yes,no,3703,no,no,cellular,5,mar,1508,30,579,29,unknown,yes,1
26,4,N,blue-collar,100000,married,primary,married-primary,yes,no,-538,no,no,unknown,16,nov,879,39,240,6,other,no,0
81,2,Y,admin.,8000,married,unknown,single-secondary,yes,no,12697,no,no,unknown,17,apr,1268,51,435,30,other,no,0
37,6,N,blue-collar,8000,married,tertiary,single-secondary,no,no,2861,no,yes,unknown,12,mar,198,6,15,26,failure,no,0
42,5,N,student,8000,single,secondary,married-secondary,no,yes,3752,yes,yes,telephone,27,sep,1917,13,277,4,other,no,0
46,9,N,retired,100000,single,primary,divorced-primary,no,no,1480,no,yes,telephone,28,feb,1745,2,13,11,success,yes,0
43,3,N,management,55000,divorced,unknown,married-unknown,yes,no,3382,yes,no,cellular,28,feb,206,43,102,6,other,no,1
81,8,N,self-employed,55000,divorced,primary,married-primary,no,no,-939,yes,no,cellular,24,feb,1389,18,363,2,other,no,1
26,2,N,technician,0,single,tertiary,single-tertiary,yes,yes,1539,no,no,telephone,6,dec,312,22,587,35,failure,yes,1
72,5,Y,housemaid,100000,single,unknown,married-primary,yes,no,2542,no,no,unknown,19,sep,644,2,36,23,success,yes,0
18,1,Y,admin.,20000,divorced,primary,divorced-tertiary,yes,yes,6703,yes,yes,cellular,20,dec,1202,11,281,38,unknown,yes,0
23,4,Y,unknown,120000,single,unknown,single-secondary,no,no,1042,yes,no,telephone,2,apr,786,30,228,37,other,yes,0
62,3,Y,management,16000,married,tertiary,single-tertiary,yes,yes,1379,yes,yes,unknown,26,sep,536,37,186,27,unknown,no,1
54,4,N,admin.,70000,divorced,unknown,divorced-unknown,yes,yes,3876,yes,no,unknown,16,jul,892,24,211,41,unknown,no,0
73,2,N,self-employed,4000,married,primary,single-secondary,no,no,24299,yes,no,cellular,27,nov,591,36,232,26,unknown,yes,0
35,6,Y,unknown,20000,married,secondary,divorced-unknown,no,no,4676,no,yes,cellular,5,dec,818,50,6,21,other,no,0
42,3,Y,entrepreneur,16000,single,unknown,divorced-primary,yes,no,2749,no,yes,unknown,14,jan,564,22,239,10,unknown,no,1
70,4,Y,self-employed,55000,divorced,unknown,divorced-secondary,no,no,854,yes,yes,telephone,2,mar,705,9,686,12,other,no,0
71,4,N,unknown,20000,married,unknown,single-tertiary,yes,yes,9214,no,no,cellular,30,mar,1616,21,414,275,other,no,0
20,9,N,unknown,20000,divorced,tertiary,married-secondary,no,yes,1004,no,yes,unknown,27,feb,1277,26,146,55,success,yes,1
80,8,Y,unknown,20000,single,unknown,married-primary,no,yes,3561,no,yes,cellular,12,oct,1423,19,21,23,success,yes,0
72,6,N,retired,50000,married,tertiary,married-secondary,yes,no,6259,yes,no,telephone,6,oct,733,5,118,40,unknown,yes,0
19,5,Y,unemployed,20000,single,primary,divorced-tertiary,no,no,3603,no,no,telephone,1,sep,200,12,107,12,unknown,no,0
67,9,Y,student,60000,single,unknown,divorced-unknown,yes,yes,13156,no,no,cellular,29,nov,351,50,59,4,success,no,0
54,9,Y,student,60000,divorced,primary,married-secondary,no,yes,-644,yes,yes,unknown,18,dec,2177,13,589,41,failure,yes,0
58,9,N,admin.,70000,married,primary,married-secondary,no,yes,4162,no,no,telephone,17,aug,26,12,119,38,other,no,1
57,5,Y,housemaid,55000,married,secondary,divorced-unknown,no,yes,4809,yes,yes,unknown,23,jan,90,39,83,13,failure,yes,1
82,3,Y,blue-collar,120000,married,primary,single-tertiary,no,yes,16236,yes,yes,unknown,25,jan,1257,23,464,25,failure,yes,1
42,3,N,unemployed,4000,divorced,unknown,single-unknown,no,no,574,yes,yes,unknown,18,jun,678,21,322,24,unknown,yes,1
85,6,Y,admin.,60000,single,tertiary,divorced-unknown,no,no,995,no,no,cellular,28,jan,1692,35,756,22,unknown,no,0
23,1,N,services,16000,married,tertiary,divorced-primary,no,yes,-1122,no,yes,telephone,27,mar,896,55,72,1,success,yes,0
56,7,N,management,8000,married,secondary,divorced-primary,no,yes,1678,no,yes,cellular,20,oct,872,22,129,30,failure,yes,1
