id,Duration in months,Credit history,Purpose of the credit,Credit amount,Status of savings account/bonds,Present employment(years),Installment rate in percentage of disposable income,personal_status,Other debtors / guarantors,Present residence since X years,Property,Age in years,Other installment plans (banks/stores),Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Status of existing checking account
1733,58,no credits/all paid,domestic appliance,13986,500<=X<1000,1<=X<4,1,male mar/wid,guarantor,3,no known property,63,none,rent,3,skilled,2,yes,yes,bad
1734,17,delayed previously,new car,16161,>=1000,1<=X<4,4,male div/sep,guarantor,2,car,54,stores,own,2,skilled,2,none,no,bad
1735,17,no credits/all paid,repairs,15148,500<=X<1000,unemployed,3,male mar/wid,co applicant,3,real estate,20,bank,own,3,unskilled resident,1,none,yes,good
1736,17,critical/other existing credit,domestic appliance,6178,100<=X<500,4<=X<7,2,male div/sep,none,4,no known property,32,bank,own,1,unskilled resident,1,yes,no,good
1737,61,delayed previously,radio/tv,15909,<100,>=7,4,female div/dep/mar,none,4,life insurance,68,stores,own,4,high qualif/self emp/mgmt,2,none,yes,good
1738,50,existing paid,other,6579,500<=X<1000,>=7,4,male div/sep,guarantor,4,life insurance,63,bank,own,2,skilled,1,none,yes,bad
1739,31,critical/other existing credit,education,450,100<=X<500,>=7,1,female div/dep/mar,co applicant,1,real estate,41,stores,for free,3,unemp/unskilled non res,1,none,no,good
1740,28,no credits/all paid,education,17933,>=1000,<1,4,male div/sep,none,1,real estate,20,bank,for free,3,unemp/unskilled non res,2,yes,yes,good
1741,65,critical/other existing credit,domestic appliance,2002,no known savings,4<=X<7,4,male div/sep,none,1,car,49,bank,for free,1,unskilled resident,2,none,yes,good
1742,6,critical/other existing credit,education,5110,100<=X<500,1<=X<4,1,female div/dep/mar,guarantor,2,real estate,29,bank,rent,3,high qualif/self emp/mgmt,1,none,yes,good
1743,45,no credits/all paid,new car,13621,<100,>=7,3,male div/sep,guarantor,1,no known property,21,bank,rent,2,skilled,1,yes,no,bad
1744,52,delayed previously,radio/tv,8141,>=1000,>=7,2,male mar/wid,co applicant,3,no known property,46,bank,rent,1,unemp/unskilled non res,1,none,yes,good
1745,34,existing paid,new car,14427,<100,>=7,2,male mar/wid,co applicant,4,real estate,19,stores,own,4,unemp/unskilled non res,2,none,no,bad
1746,6,all paid,education,8082,500<=X<1000,4<=X<7,4,female div/dep/mar,none,4,no known property,36,stores,for free,4,skilled,1,none,yes,good
1747,57,existing paid,furniture/equipment,8474,no known savings,<1,3,male single,co applicant,3,real estate,69,none,for free,3,unskilled resident,2,none,yes,bad
1748,43,critical/other existing credit,domestic appliance,5932,500<=X<1000,unemployed,2,male div/sep,guarantor,2,life insurance,63,bank,for free,4,unskilled resident,1,none,no,good
1749,28,delayed previously,furniture/equipment,4070,no known savings,1<=X<4,2,male div/sep,co applicant,1,car,24,none,for free,4,unemp/unskilled non res,1,yes,yes,good
1750,54,all paid,used car,10850,>=1000,<1,1,male single,none,4,life insurance,25,none,rent,1,high qualif/self emp/mgmt,2,none,yes,good
1751,13,critical/other existing credit,domestic appliance,14021,>=1000,1<=X<4,1,male div/sep,co applicant,4,life insurance,35,none,for free,2,unemp/unskilled non res,2,none,no,good
1752,53,no credits/all paid,business,3968,no known savings,4<=X<7,1,male single,co applicant,4,life insurance,34,stores,for free,3,skilled,1,none,yes,good
1753,59,all paid,repairs,10740,100<=X<500,1<=X<4,3,male mar/wid,co applicant,3,no known property,26,none,rent,2,unemp/unskilled non res,2,yes,no,bad
1754,39,existing paid,retraining,10062,100<=X<500,>=7,3,male mar/wid,guarantor,4,no known property,19,bank,rent,1,unskilled resident,1,yes,yes,bad
1755,40,existing paid,retraining,15154,500<=X<1000,1<=X<4,4,male single,guarantor,3,real estate,38,none,own,2,skilled,1,yes,yes,bad
1756,55,no credits/all paid,repairs,14925,>=1000,>=7,1,male mar/wid,co applicant,3,life insurance,54,bank,rent,3,skilled,2,none,no,bad
1757,36,no credits/all paid,repairs,13096,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,no known property,72,stores,rent,3,skilled,2,none,no,good
1758,5,existing paid,radio/tv,1142,>=1000,<1,4,male mar/wid,none,3,life insurance,54,stores,rent,2,skilled,1,yes,yes,good
1759,27,existing paid,education,11990,<100,>=7,4,male mar/wid,co applicant,3,real estate,57,stores,for free,4,unemp/unskilled non res,1,yes,no,bad
1760,25,delayed previously,business,10985,>=1000,<1,2,female div/dep/mar,none,4,no known property,35,bank,rent,4,skilled,1,none,yes,good
1761,12,no credits/all paid,repairs,5213,100<=X<500,>=7,3,male div/sep,co applicant,1,car,45,bank,rent,4,unemp/unskilled non res,2,yes,no,bad
1762,54,existing paid,furniture/equipment,3058,<100,4<=X<7,3,male div/sep,co applicant,2,real estate,37,stores,own,4,unemp/unskilled non res,2,yes,yes,good
1763,63,all paid,retraining,2008,no known savings,1<=X<4,1,male single,none,3,car,19,bank,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
1764,21,critical/other existing credit,retraining,17085,100<=X<500,1<=X<4,3,female div/dep/mar,guarantor,2,no known property,51,bank,own,4,unemp/unskilled non res,2,yes,yes,good
1765,32,critical/other existing credit,radio/tv,2657,100<=X<500,<1,1,male mar/wid,co applicant,1,life insurance,73,stores,own,2,unskilled resident,1,yes,no,good
1766,69,critical/other existing credit,radio/tv,2151,<100,<1,1,male single,guarantor,4,real estate,23,stores,for free,2,unemp/unskilled non res,1,none,no,good
1767,35,no credits/all paid,education,3039,100<=X<500,<1,1,male mar/wid,none,3,life insurance,33,stores,own,2,high qualif/self emp/mgmt,2,none,no,bad
1768,55,existing paid,education,6841,>=1000,>=7,1,male single,guarantor,2,life insurance,30,bank,rent,3,skilled,1,none,yes,good
1769,13,existing paid,used car,4493,100<=X<500,unemployed,4,male div/sep,co applicant,1,life insurance,50,bank,own,3,high qualif/self emp/mgmt,1,yes,no,good
1770,4,no credits/all paid,domestic appliance,15581,<100,<1,3,male single,co applicant,3,no known property,41,bank,rent,1,skilled,1,yes,no,good
1771,11,all paid,repairs,17687,no known savings,1<=X<4,4,male single,guarantor,2,life insurance,31,bank,rent,1,skilled,1,yes,no,bad
1772,16,all paid,furniture/equipment,6355,500<=X<1000,<1,2,male mar/wid,guarantor,2,car,37,none,rent,2,high qualif/self emp/mgmt,1,yes,no,good
1773,31,all paid,furniture/equipment,1520,100<=X<500,<1,2,female div/dep/mar,none,2,life insurance,22,bank,own,4,skilled,1,yes,no,bad
1774,5,all paid,radio/tv,15791,100<=X<500,4<=X<7,1,female div/dep/mar,none,2,car,36,bank,for free,2,unskilled resident,2,none,no,good
1775,67,delayed previously,new car,17745,>=1000,4<=X<7,4,male div/sep,co applicant,4,car,26,stores,for free,1,unskilled resident,1,yes,yes,good
1776,70,all paid,repairs,5247,100<=X<500,<1,3,male mar/wid,guarantor,3,no known property,49,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
1777,17,no credits/all paid,used car,9690,>=1000,<1,1,male single,none,1,no known property,58,stores,rent,3,high qualif/self emp/mgmt,2,yes,yes,good
1778,35,no credits/all paid,new car,5327,100<=X<500,>=7,3,male single,guarantor,3,no known property,73,bank,rent,4,high qualif/self emp/mgmt,2,none,no,good
1779,8,no credits/all paid,domestic appliance,759,100<=X<500,<1,2,male div/sep,guarantor,3,life insurance,38,bank,for free,4,unskilled resident,1,yes,no,bad
1780,53,delayed previously,new car,16436,500<=X<1000,4<=X<7,4,male mar/wid,co applicant,3,no known property,72,none,own,2,unskilled resident,1,none,no,bad
1781,42,critical/other existing credit,radio/tv,13496,<100,1<=X<4,4,male div/sep,co applicant,4,car,67,stores,rent,3,unskilled resident,1,none,no,good
1782,65,no credits/all paid,radio/tv,12759,100<=X<500,unemployed,1,female div/dep/mar,guarantor,2,life insurance,31,bank,own,4,skilled,1,none,no,bad
1783,35,existing paid,furniture/equipment,3353,<100,1<=X<4,2,male div/sep,none,2,life insurance,48,none,for free,2,high qualif/self emp/mgmt,1,none,no,bad
1784,17,critical/other existing credit,new car,15301,500<=X<1000,<1,4,female div/dep/mar,guarantor,3,no known property,52,none,own,1,unskilled resident,1,none,no,good
1785,42,all paid,furniture/equipment,11703,100<=X<500,1<=X<4,2,female div/dep/mar,guarantor,1,real estate,62,none,rent,1,high qualif/self emp/mgmt,1,yes,no,bad
1786,45,all paid,other,10899,>=1000,>=7,2,male mar/wid,guarantor,2,no known property,50,none,own,1,unskilled resident,2,yes,yes,bad
1787,27,critical/other existing credit,domestic appliance,7787,<100,4<=X<7,3,male mar/wid,none,2,car,33,none,rent,2,skilled,2,none,no,bad
1788,51,existing paid,used car,14919,100<=X<500,>=7,4,male single,guarantor,4,car,53,none,rent,3,unemp/unskilled non res,2,none,no,good
1789,5,all paid,other,14889,>=1000,1<=X<4,1,male div/sep,co applicant,2,car,24,bank,own,4,unemp/unskilled non res,1,yes,yes,good
1790,13,all paid,other,5967,<100,4<=X<7,1,male div/sep,guarantor,4,real estate,26,stores,own,4,unskilled resident,2,yes,yes,good
1791,49,critical/other existing credit,furniture/equipment,9967,no known savings,<1,3,male div/sep,guarantor,1,life insurance,58,none,for free,3,unemp/unskilled non res,1,none,yes,bad
1792,11,existing paid,furniture/equipment,15850,500<=X<1000,unemployed,4,male mar/wid,none,3,real estate,26,none,own,1,skilled,2,yes,yes,good
1793,17,delayed previously,education,15721,500<=X<1000,unemployed,2,male single,none,3,car,70,bank,for free,1,unskilled resident,2,none,no,good
1794,10,delayed previously,repairs,2332,>=1000,<1,1,male div/sep,guarantor,2,life insurance,42,stores,rent,2,high qualif/self emp/mgmt,2,none,no,good
1795,38,all paid,repairs,10347,100<=X<500,1<=X<4,4,male div/sep,guarantor,4,no known property,39,bank,own,3,unskilled resident,1,yes,no,bad
1796,28,critical/other existing credit,other,16328,no known savings,>=7,4,male mar/wid,co applicant,3,life insurance,28,stores,rent,1,unskilled resident,2,none,no,good
1797,56,existing paid,furniture/equipment,13968,<100,1<=X<4,4,male div/sep,none,3,car,39,none,for free,2,high qualif/self emp/mgmt,1,none,no,bad
1798,13,no credits/all paid,furniture/equipment,9595,no known savings,1<=X<4,2,male mar/wid,guarantor,3,life insurance,50,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1799,8,existing paid,repairs,13536,no known savings,>=7,2,male mar/wid,co applicant,2,life insurance,37,bank,for free,2,unskilled resident,1,yes,yes,bad
1800,66,all paid,education,17342,500<=X<1000,>=7,2,male div/sep,co applicant,4,real estate,66,stores,rent,4,skilled,2,yes,no,bad
1801,5,critical/other existing credit,new car,12461,>=1000,4<=X<7,1,male single,co applicant,4,life insurance,25,none,rent,2,unskilled resident,1,none,yes,good
1802,6,delayed previously,furniture/equipment,18038,100<=X<500,unemployed,2,male single,none,4,life insurance,44,stores,rent,1,skilled,2,none,yes,good
1803,36,all paid,other,2838,>=1000,unemployed,3,male single,co applicant,1,life insurance,25,stores,for free,2,unemp/unskilled non res,2,none,no,good
1804,30,delayed previously,used car,9701,<100,<1,3,male single,guarantor,1,car,34,stores,rent,4,high qualif/self emp/mgmt,1,none,no,good
1805,57,all paid,business,12082,>=1000,1<=X<4,2,male mar/wid,co applicant,4,no known property,68,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad
1806,52,no credits/all paid,used car,8247,100<=X<500,>=7,2,male single,guarantor,3,life insurance,35,bank,rent,1,high qualif/self emp/mgmt,1,yes,no,good
1807,8,existing paid,business,11246,>=1000,<1,4,male single,co applicant,2,real estate,22,stores,own,1,unemp/unskilled non res,2,yes,yes,good
1808,9,no credits/all paid,other,11693,100<=X<500,4<=X<7,1,male div/sep,none,3,no known property,70,bank,for free,4,unemp/unskilled non res,1,yes,no,bad
1809,67,delayed previously,education,628,100<=X<500,4<=X<7,2,female div/dep/mar,guarantor,4,car,69,none,rent,2,unskilled resident,1,yes,yes,bad
1810,65,delayed previously,used car,609,500<=X<1000,>=7,2,male div/sep,none,2,real estate,41,stores,own,1,skilled,1,yes,no,good
1811,55,all paid,repairs,16841,no known savings,1<=X<4,2,male mar/wid,guarantor,2,life insurance,56,none,own,4,unemp/unskilled non res,1,yes,yes,good
1812,42,existing paid,new car,14297,<100,unemployed,2,male div/sep,guarantor,4,life insurance,68,none,rent,4,unemp/unskilled non res,1,yes,yes,good
1813,32,no credits/all paid,repairs,17308,<100,<1,1,male single,co applicant,1,no known property,22,none,for free,3,high qualif/self emp/mgmt,2,none,no,good
1814,18,delayed previously,domestic appliance,2094,100<=X<500,unemployed,2,male mar/wid,guarantor,3,no known property,35,none,for free,2,high qualif/self emp/mgmt,2,none,no,bad
1815,7,existing paid,radio/tv,11934,>=1000,4<=X<7,4,male single,co applicant,3,real estate,56,stores,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
1816,68,no credits/all paid,used car,18252,100<=X<500,1<=X<4,4,male mar/wid,co applicant,4,car,40,stores,for free,4,unemp/unskilled non res,2,none,no,good
1817,41,no credits/all paid,retraining,6773,>=1000,<1,3,male single,guarantor,3,real estate,41,none,rent,3,skilled,1,yes,no,bad
1818,50,no credits/all paid,retraining,9552,500<=X<1000,unemployed,2,male single,guarantor,2,no known property,67,stores,for free,2,unskilled resident,1,yes,no,bad
1819,32,no credits/all paid,used car,1201,>=1000,>=7,2,female div/dep/mar,co applicant,2,life insurance,30,bank,for free,2,unemp/unskilled non res,1,yes,no,good
1820,25,all paid,other,8717,>=1000,<1,2,female div/dep/mar,guarantor,4,no known property,46,none,own,4,skilled,1,yes,yes,bad
1821,13,all paid,education,2991,500<=X<1000,>=7,3,male single,none,4,no known property,54,none,rent,4,unemp/unskilled non res,2,none,yes,good
1822,37,all paid,education,13694,100<=X<500,1<=X<4,4,female div/dep/mar,guarantor,2,car,42,stores,own,3,skilled,2,none,yes,bad
1823,26,all paid,retraining,7114,500<=X<1000,>=7,3,male mar/wid,none,4,no known property,41,bank,own,2,unemp/unskilled non res,2,none,yes,good
1824,61,all paid,domestic appliance,13810,100<=X<500,4<=X<7,2,male single,guarantor,2,no known property,61,none,own,3,skilled,2,none,no,good
1825,51,critical/other existing credit,new car,6815,>=1000,>=7,1,male div/sep,co applicant,4,car,68,none,rent,1,unemp/unskilled non res,1,none,yes,bad
1826,4,critical/other existing credit,domestic appliance,6434,100<=X<500,unemployed,1,male single,guarantor,4,car,39,none,rent,3,skilled,1,none,no,good
1827,47,no credits/all paid,education,10797,>=1000,<1,4,male single,guarantor,2,car,59,bank,own,4,unemp/unskilled non res,2,yes,no,bad
1828,31,all paid,retraining,8693,100<=X<500,>=7,3,male single,none,2,real estate,22,none,own,4,unskilled resident,1,none,yes,bad
1829,44,no credits/all paid,other,1341,100<=X<500,unemployed,3,male mar/wid,none,1,car,42,none,rent,4,high qualif/self emp/mgmt,1,yes,no,bad
1830,27,all paid,used car,11042,no known savings,<1,4,female div/dep/mar,co applicant,2,real estate,72,none,own,4,unemp/unskilled non res,2,yes,yes,bad
1831,31,delayed previously,new car,16954,500<=X<1000,4<=X<7,2,male single,co applicant,2,real estate,39,bank,rent,2,skilled,1,none,yes,good
1832,60,existing paid,retraining,15461,>=1000,>=7,4,male single,guarantor,2,real estate,71,none,own,2,high qualif/self emp/mgmt,2,none,no,bad
1833,26,critical/other existing credit,furniture/equipment,2929,>=1000,>=7,4,male mar/wid,guarantor,4,car,34,bank,own,1,skilled,2,none,no,bad
1834,58,all paid,business,6192,>=1000,<1,3,male mar/wid,guarantor,1,car,73,none,for free,4,skilled,1,yes,no,bad
1835,19,delayed previously,other,12657,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,21,bank,own,1,unemp/unskilled non res,1,none,yes,bad
1836,55,critical/other existing credit,retraining,5929,>=1000,4<=X<7,1,female div/dep/mar,guarantor,4,no known property,30,none,rent,3,skilled,1,none,yes,good
1837,71,existing paid,new car,8158,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,36,none,rent,2,skilled,2,none,yes,good
1838,18,all paid,business,12421,100<=X<500,unemployed,4,female div/dep/mar,guarantor,4,real estate,57,none,rent,1,unemp/unskilled non res,2,none,yes,good
1839,17,critical/other existing credit,domestic appliance,7411,no known savings,1<=X<4,1,male div/sep,co applicant,1,life insurance,49,bank,for free,1,skilled,1,none,no,good
1840,57,existing paid,repairs,2733,no known savings,unemployed,2,female div/dep/mar,none,2,no known property,35,bank,rent,3,unemp/unskilled non res,1,none,no,bad
1841,40,existing paid,retraining,13980,>=1000,>=7,2,female div/dep/mar,guarantor,3,real estate,49,none,own,4,high qualif/self emp/mgmt,2,yes,no,bad
1842,56,critical/other existing credit,education,3301,100<=X<500,4<=X<7,1,female div/dep/mar,guarantor,4,car,75,bank,rent,2,skilled,1,yes,no,bad
1843,29,existing paid,repairs,5724,>=1000,>=7,1,male mar/wid,guarantor,4,real estate,49,bank,for free,1,high qualif/self emp/mgmt,2,none,no,bad
1844,22,critical/other existing credit,other,5220,500<=X<1000,1<=X<4,3,male single,guarantor,2,life insurance,45,bank,rent,2,high qualif/self emp/mgmt,1,yes,no,bad
1845,15,existing paid,furniture/equipment,2852,no known savings,unemployed,3,female div/dep/mar,co applicant,2,car,71,bank,rent,4,unemp/unskilled non res,2,yes,no,bad
1846,48,no credits/all paid,retraining,6506,500<=X<1000,<1,1,male mar/wid,co applicant,2,life insurance,54,stores,rent,4,unskilled resident,2,none,yes,bad
1847,20,all paid,used car,18307,100<=X<500,4<=X<7,4,male mar/wid,none,1,no known property,68,stores,rent,4,skilled,2,yes,yes,good
1848,55,all paid,new car,8743,no known savings,<1,4,male div/sep,co applicant,4,life insurance,74,none,own,4,skilled,2,none,yes,good
1849,57,existing paid,furniture/equipment,14650,>=1000,>=7,2,male div/sep,co applicant,2,car,42,bank,rent,3,skilled,2,none,no,good
1850,55,critical/other existing credit,repairs,13793,500<=X<1000,unemployed,1,male mar/wid,none,1,real estate,53,bank,for free,1,high qualif/self emp/mgmt,2,none,no,good
1851,45,critical/other existing credit,education,12370,<100,4<=X<7,1,male div/sep,none,1,life insurance,43,stores,own,3,unemp/unskilled non res,1,yes,no,bad
1852,17,critical/other existing credit,used car,11433,>=1000,>=7,4,male single,none,1,car,46,none,own,2,unskilled resident,1,none,yes,bad
1853,56,delayed previously,furniture/equipment,16138,500<=X<1000,1<=X<4,4,male mar/wid,co applicant,1,life insurance,61,none,for free,4,skilled,1,none,no,good
1854,9,existing paid,furniture/equipment,7834,100<=X<500,1<=X<4,2,male div/sep,none,1,car,64,stores,rent,3,unskilled resident,2,none,no,bad
1855,57,critical/other existing credit,furniture/equipment,7328,100<=X<500,1<=X<4,3,male div/sep,none,1,car,68,bank,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
1856,46,existing paid,domestic appliance,3624,100<=X<500,unemployed,1,male div/sep,guarantor,1,no known property,42,none,rent,1,unskilled resident,1,yes,yes,good
1857,40,no credits/all paid,new car,15595,500<=X<1000,<1,1,male mar/wid,co applicant,1,no known property,29,none,rent,2,high qualif/self emp/mgmt,1,none,no,bad
1858,53,delayed previously,retraining,14325,100<=X<500,<1,1,female div/dep/mar,co applicant,2,no known property,71,bank,for free,2,unemp/unskilled non res,1,yes,yes,good
1859,15,critical/other existing credit,domestic appliance,11976,<100,>=7,4,male single,guarantor,3,real estate,73,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1860,26,delayed previously,repairs,16811,no known savings,1<=X<4,4,female div/dep/mar,none,4,no known property,55,bank,own,3,unskilled resident,2,none,no,bad
1861,59,no credits/all paid,other,2003,100<=X<500,1<=X<4,3,male div/sep,none,3,car,40,none,rent,3,skilled,2,yes,no,good
1862,59,delayed previously,used car,7170,<100,>=7,3,male single,co applicant,4,no known property,57,stores,rent,2,skilled,2,yes,yes,bad
1863,47,all paid,education,2047,>=1000,4<=X<7,1,male single,none,3,no known property,69,stores,own,3,skilled,1,none,no,good
1864,28,all paid,domestic appliance,2437,>=1000,>=7,3,female div/dep/mar,guarantor,4,real estate,73,stores,for free,2,unskilled resident,2,none,no,bad
1865,7,delayed previously,radio/tv,10491,100<=X<500,1<=X<4,1,male div/sep,none,4,no known property,36,none,own,2,unskilled resident,2,yes,yes,good
1866,25,critical/other existing credit,used car,6807,>=1000,4<=X<7,1,male div/sep,guarantor,1,life insurance,43,stores,own,2,unemp/unskilled non res,1,none,no,good
1867,17,no credits/all paid,furniture/equipment,15391,<100,>=7,1,male div/sep,co applicant,4,life insurance,31,stores,own,1,skilled,2,none,yes,good
1868,18,delayed previously,retraining,13681,100<=X<500,4<=X<7,2,female div/dep/mar,co applicant,3,car,28,bank,for free,1,skilled,1,yes,no,good
1869,14,critical/other existing credit,retraining,8871,no known savings,1<=X<4,3,female div/dep/mar,co applicant,2,no known property,26,none,rent,3,high qualif/self emp/mgmt,2,none,yes,good
1870,21,no credits/all paid,business,17887,>=1000,unemployed,2,male single,guarantor,1,life insurance,57,stores,rent,1,unskilled resident,1,yes,yes,good
1871,22,critical/other existing credit,furniture/equipment,17025,500<=X<1000,1<=X<4,1,male mar/wid,guarantor,3,life insurance,30,bank,own,3,high qualif/self emp/mgmt,1,none,no,bad
1872,4,critical/other existing credit,used car,17653,>=1000,1<=X<4,3,female div/dep/mar,co applicant,1,life insurance,58,stores,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
1873,47,no credits/all paid,education,12534,100<=X<500,1<=X<4,1,female div/dep/mar,guarantor,4,car,57,stores,rent,1,high qualif/self emp/mgmt,2,none,no,bad
1874,41,no credits/all paid,radio/tv,2699,no known savings,4<=X<7,2,male single,none,1,car,68,none,own,3,skilled,1,none,yes,good
1875,6,all paid,new car,8166,no known savings,4<=X<7,4,female div/dep/mar,none,2,no known property,71,stores,own,2,high qualif/self emp/mgmt,2,none,yes,bad
1876,26,all paid,business,15343,500<=X<1000,4<=X<7,3,female div/dep/mar,none,4,car,65,bank,rent,4,unskilled resident,2,yes,yes,good
1877,8,existing paid,furniture/equipment,15019,no known savings,<1,4,female div/dep/mar,none,3,no known property,67,none,for free,4,unskilled resident,1,yes,yes,bad
1878,72,no credits/all paid,education,3110,500<=X<1000,>=7,2,male mar/wid,guarantor,2,life insurance,70,stores,own,1,unskilled resident,1,yes,yes,good
1879,38,existing paid,business,10232,100<=X<500,unemployed,3,male single,guarantor,4,real estate,39,bank,rent,4,unskilled resident,1,none,yes,bad
1880,32,delayed previously,repairs,16250,>=1000,<1,4,male mar/wid,guarantor,2,life insurance,49,stores,own,1,high qualif/self emp/mgmt,1,none,no,bad
1881,37,all paid,education,4127,500<=X<1000,4<=X<7,2,female div/dep/mar,guarantor,2,real estate,61,none,own,4,unskilled resident,2,none,yes,bad
1882,10,existing paid,education,10010,<100,<1,4,male div/sep,co applicant,2,life insurance,60,stores,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
1883,53,critical/other existing credit,radio/tv,1897,no known savings,unemployed,4,male mar/wid,guarantor,3,real estate,23,none,rent,4,unskilled resident,2,yes,yes,bad
1884,54,all paid,domestic appliance,3801,no known savings,unemployed,3,female div/dep/mar,guarantor,3,no known property,22,none,rent,1,high qualif/self emp/mgmt,2,yes,no,good
1885,14,existing paid,used car,1402,>=1000,<1,2,male mar/wid,co applicant,4,car,56,none,rent,3,unemp/unskilled non res,1,none,yes,bad
1886,67,all paid,business,18393,500<=X<1000,1<=X<4,2,male div/sep,none,2,life insurance,47,stores,own,2,skilled,1,yes,yes,good
1887,31,no credits/all paid,retraining,8701,<100,unemployed,2,male mar/wid,guarantor,1,life insurance,20,stores,own,1,unemp/unskilled non res,2,none,yes,good
1888,15,all paid,domestic appliance,11486,<100,<1,2,male mar/wid,co applicant,3,life insurance,60,none,own,1,unemp/unskilled non res,1,yes,yes,bad
1889,21,existing paid,used car,6371,>=1000,4<=X<7,3,male single,co applicant,2,real estate,61,stores,own,4,skilled,2,none,yes,bad
1890,59,no credits/all paid,radio/tv,7796,500<=X<1000,>=7,1,male mar/wid,none,3,life insurance,45,none,for free,3,unemp/unskilled non res,2,yes,no,good
1891,45,existing paid,used car,4035,>=1000,<1,2,male single,co applicant,3,real estate,41,stores,for free,3,high qualif/self emp/mgmt,1,yes,no,bad
1892,54,no credits/all paid,new car,6540,>=1000,unemployed,1,male div/sep,guarantor,4,real estate,20,bank,rent,4,unskilled resident,1,yes,yes,bad
1893,13,delayed previously,furniture/equipment,8969,no known savings,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,67,none,own,2,unemp/unskilled non res,1,none,no,bad
1894,9,no credits/all paid,furniture/equipment,5697,>=1000,1<=X<4,1,male mar/wid,none,4,car,67,stores,rent,3,unemp/unskilled non res,2,yes,no,good
1895,45,delayed previously,radio/tv,2534,100<=X<500,4<=X<7,3,male mar/wid,none,4,real estate,41,bank,for free,2,unemp/unskilled non res,2,yes,no,good
1896,41,existing paid,used car,6816,<100,>=7,2,female div/dep/mar,guarantor,1,car,25,none,for free,2,high qualif/self emp/mgmt,2,none,no,good
1897,48,no credits/all paid,education,6440,>=1000,>=7,3,male single,co applicant,4,car,60,none,for free,3,unemp/unskilled non res,1,none,yes,bad
1898,29,no credits/all paid,education,15648,>=1000,unemployed,3,female div/dep/mar,none,1,life insurance,65,bank,own,4,skilled,2,none,yes,good
1899,23,delayed previously,radio/tv,13490,no known savings,unemployed,3,male div/sep,co applicant,1,life insurance,30,bank,rent,4,skilled,1,none,no,bad
1900,65,delayed previously,retraining,11653,500<=X<1000,unemployed,4,male mar/wid,guarantor,2,no known property,38,stores,own,2,unemp/unskilled non res,2,yes,no,bad
1901,32,existing paid,repairs,15655,100<=X<500,unemployed,1,male mar/wid,co applicant,2,life insurance,52,stores,for free,2,high qualif/self emp/mgmt,2,none,yes,bad
1902,29,existing paid,business,16363,100<=X<500,>=7,2,male mar/wid,co applicant,3,real estate,19,bank,for free,3,skilled,2,yes,no,bad
1903,58,no credits/all paid,other,9134,100<=X<500,4<=X<7,3,male mar/wid,co applicant,1,no known property,57,bank,for free,4,skilled,2,yes,no,bad
1904,54,no credits/all paid,business,14971,>=1000,<1,1,male single,guarantor,4,car,34,none,own,2,skilled,1,yes,yes,bad
1905,19,existing paid,new car,16575,no known savings,unemployed,2,male div/sep,co applicant,1,real estate,27,stores,for free,2,unskilled resident,1,none,yes,good
1906,51,no credits/all paid,furniture/equipment,7107,100<=X<500,<1,1,male single,co applicant,2,no known property,31,none,own,3,skilled,1,yes,no,bad
1907,6,critical/other existing credit,education,9427,100<=X<500,unemployed,3,male mar/wid,co applicant,3,life insurance,27,stores,own,2,skilled,2,none,no,good
1908,42,critical/other existing credit,used car,16470,500<=X<1000,<1,2,male mar/wid,none,1,no known property,40,none,for free,1,unemp/unskilled non res,1,none,yes,good
1909,20,no credits/all paid,business,8531,no known savings,unemployed,2,male div/sep,none,4,real estate,24,none,rent,2,unskilled resident,2,none,yes,bad
1910,21,all paid,used car,12872,>=1000,<1,3,female div/dep/mar,none,2,car,70,stores,for free,4,unemp/unskilled non res,1,yes,yes,good
1911,15,all paid,new car,10458,500<=X<1000,4<=X<7,2,male mar/wid,none,3,no known property,31,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
1912,67,no credits/all paid,other,16188,<100,<1,3,male div/sep,co applicant,2,car,58,bank,rent,4,high qualif/self emp/mgmt,2,none,yes,bad
1913,71,all paid,used car,15390,<100,4<=X<7,3,male div/sep,guarantor,2,real estate,31,none,own,4,unskilled resident,2,none,no,good
1914,23,existing paid,domestic appliance,12045,no known savings,unemployed,4,female div/dep/mar,none,4,life insurance,51,stores,own,4,unskilled resident,1,yes,yes,bad
1915,9,no credits/all paid,business,7775,100<=X<500,unemployed,2,female div/dep/mar,guarantor,4,life insurance,70,stores,rent,2,unskilled resident,1,yes,yes,good
1916,46,critical/other existing credit,business,12412,no known savings,<1,1,male div/sep,co applicant,3,no known property,52,stores,own,2,unskilled resident,1,yes,no,good
